Comercio;ID Comercio;Invoice DateFecha de Ingreso;Región;Estado;Ciudad;Producto;Precio Por Unidad;Unidades Vendidas;Precio Final;Ganancias;Margen Operativo;Metodo de Venta
Kohl's;1185732;6/7/2021;Northeast;New Jersey;Newark;Men's Street Footwear;$47.00 ;188;$ 8,84;$ 4,15;47%;Online
Kohl's;1185732;6/7/2021;Northeast;New Jersey;Newark;Men's Athletic Footwear;$42.00 ;98;$ 4,12;$ 2,06;50%;Online
Kohl's;1185732;6/7/2021;Northeast;New Jersey;Newark;Women's Street Footwear;$37.00 ;81;$ 3,00;$ 1,56;52%;Online
Kohl's;1185732;6/7/2021;Northeast;New Jersey;Newark;Women's Athletic Footwear;$36.00 ;63;$ 2,27;$ 1,23;54%;Online
Kohl's;1185732;6/7/2021;Northeast;New Jersey;Newark;Men's Apparel;$48.00 ;74;$ 3,55;$ 1,53;43%;Online
Kohl's;1185732;6/7/2021;Northeast;New Jersey;Newark;Women's Apparel;$54.00 ;131;$ 7,07;$ 3,75;53%;Online
Kohl's;1185732;7/8/2021;Northeast;New Jersey;Newark;Men's Street Footwear;$47.00 ;180;$ 8,46;$ 4,06;48%;Online
Kohl's;1185732;7/8/2021;Northeast;New Jersey;Newark;Men's Athletic Footwear;$42.00 ;101;$ 4,24;$ 1,99;47%;Online
Kohl's;1185732;7/8/2021;Northeast;New Jersey;Newark;Women's Street Footwear;$37.00 ;75;$ 2,78;$ 1,50;54%;Online
Kohl's;1185732;7/8/2021;Northeast;New Jersey;Newark;Women's Athletic Footwear;$36.00 ;52;$ 1,87;$ 955;51%;Online
Kohl's;1185732;7/8/2021;Northeast;New Jersey;Newark;Men's Apparel;$46.00 ;46;$ 2,12;$ 910;43%;Online
Kohl's;1185732;7/8/2021;Northeast;New Jersey;Newark;Women's Apparel;$52.00 ;105;$ 5,46;$ 2,89;53%;Online
Kohl's;1185732;6/9/2021;Northeast;New Jersey;Newark;Men's Street Footwear;$46.00 ;124;$ 5,70;$ 2,80;49%;Online
Kohl's;1185732;6/9/2021;Northeast;New Jersey;Newark;Men's Athletic Footwear;$41.00 ;72;$ 2,95;$ 1,48;50%;Online
Kohl's;1185732;6/9/2021;Northeast;New Jersey;Newark;Women's Street Footwear;$39.00 ;51;$ 1,99;$ 1,05;53%;Online
Kohl's;1185732;6/9/2021;Northeast;New Jersey;Newark;Women's Athletic Footwear;$37.00 ;38;$ 1,41;$ 745;53%;Online
Kohl's;1185732;6/9/2021;Northeast;New Jersey;Newark;Men's Apparel;$47.00 ;41;$ 1,93;$ 790;41%;Online
Kohl's;1185732;6/9/2021;Northeast;New Jersey;Newark;Women's Apparel;$50.00 ;73;$ 3,65;$ 1,94;53%;Online
Kohl's;1185732;8/10/2021;Northeast;New Jersey;Newark;Men's Street Footwear;$53.00 ;119;$ 6,31;$ 2,90;46%;Online
Kohl's;1185732;8/10/2021;Northeast;New Jersey;Newark;Men's Athletic Footwear;$48.00 ;63;$ 3,02;$ 1,51;50%;Online
Kohl's;1185732;8/10/2021;Northeast;New Jersey;Newark;Women's Street Footwear;$46.00 ;42;$ 1,93;$ 966;50%;Online
Kohl's;1185732;8/10/2021;Northeast;New Jersey;Newark;Women's Athletic Footwear;$48.00 ;31;$ 1,49;$ 774;52%;Online
Kohl's;1185732;8/10/2021;Northeast;New Jersey;Newark;Men's Apparel;$58.00 ;38;$ 2,20;$ 904;41%;Online
Sports Direct;1185732;8/10/2021;Northeast;New Jersey;Newark;Women's Apparel;$62.00 ;68;$ 4,22;$ 2,23;53%;Online
Sports Direct;1185732;7/11/2021;Northeast;New Jersey;Newark;Men's Street Footwear;$59.00 ;108;$ 6,37;$ 3,06;48%;Online
Sports Direct;1185732;7/11/2021;Northeast;New Jersey;Newark;Men's Athletic Footwear;$46.00 ;80;$ 3,68;$ 1,80;49%;Online
Sports Direct;1185732;7/11/2021;Northeast;New Jersey;Newark;Women's Street Footwear;$48.00 ;68;$ 3,26;$ 1,67;51%;Online
Sports Direct;1185732;7/11/2021;Northeast;New Jersey;Newark;Women's Athletic Footwear;$49.00 ;65;$ 3,19;$ 1,75;55%;Online
Sports Direct;1185732;7/11/2021;Northeast;New Jersey;Newark;Men's Apparel;$55.00 ;59;$ 3,25;$ 1,43;44%;Online
Sports Direct;1185732;7/11/2021;Northeast;New Jersey;Newark;Women's Apparel;$59.00 ;91;$ 5,37;$ 2,85;53%;Online
Sports Direct;1185732;6/12/2021;Northeast;New Jersey;Newark;Men's Street Footwear;$55.00 ;149;$ 8,20;$ 3,93;48%;Online
Sports Direct;1185732;6/12/2021;Northeast;New Jersey;Newark;Men's Athletic Footwear;$49.00 ;105;$ 5,15;$ 2,47;48%;Online
Sports Direct;1185732;6/12/2021;Northeast;New Jersey;Newark;Women's Street Footwear;$49.00 ;91;$ 4,46;$ 2,23;50%;Online
Sports Direct;1185732;6/12/2021;Northeast;New Jersey;Newark;Women's Athletic Footwear;$47.00 ;83;$ 3,90;$ 1,99;51%;Online
Sports Direct;1185732;6/12/2021;Northeast;New Jersey;Newark;Men's Apparel;$55.00 ;83;$ 4,57;$ 2,05;45%;Online
Sports Direct;1185732;6/12/2021;Northeast;New Jersey;Newark;Women's Apparel;$59.00 ;101;$ 5,96;$ 3,22;54%;Online
Sports Direct;1185732;7/1/2021;Northeast;New Jersey;Newark;Men's Street Footwear;$38.00 ;125;$ 4,75;$ 2,42;51%;Online
Sports Direct;1185732;7/1/2021;Northeast;New Jersey;Newark;Men's Athletic Footwear;$37.00 ;87;$ 3,22;$ 1,67;52%;Online
Sports Direct;1185732;7/1/2021;Northeast;New Jersey;Newark;Women's Street Footwear;$28.00 ;90;$ 2,52;$ 1,01;40%;Online
Sports Direct;1185732;7/1/2021;Northeast;New Jersey;Newark;Women's Athletic Footwear;$33.00 ;42;$ 1,39;$ 610;44%;Online
Sports Direct;1185732;7/1/2021;Northeast;New Jersey;Newark;Men's Apparel;$49.00 ;60;$ 2,94;$ 1,21;41%;Online
Sports Direct;1185732;7/1/2021;Northeast;New Jersey;Newark;Women's Apparel;$37.00 ;81;$ 3,00;$ 1,50;50%;Online
Sports Direct;1185732;5/2/2021;Northeast;New Jersey;Newark;Men's Street Footwear;$39.00 ;149;$ 5,81;$ 2,91;50%;Online
Sports Direct;1185732;5/2/2021;Northeast;New Jersey;Newark;Men's Athletic Footwear;$37.00 ;54;$ 2,00;$ 999;50%;Online
Sports Direct;1185732;5/2/2021;Northeast;New Jersey;Newark;Women's Street Footwear;$29.00 ;65;$ 1,89;$ 848;45%;Online
Sports Direct;1185732;5/2/2021;Northeast;Connecticut;Hartford;Women's Athletic Footwear;$32.00 ;34;$ 1,09;$ 479;44%;Online
Sports Direct;1185732;5/2/2021;Northeast;Connecticut;Hartford;Men's Apparel;$49.00 ;60;$ 2,94;$ 1,29;44%;Online
Sports Direct;1185732;5/2/2021;Northeast;Connecticut;Hartford;Women's Apparel;$39.00 ;84;$ 3,28;$ 1,47;45%;Online
Sports Direct;1185732;3/3/2021;Northeast;Connecticut;Hartford;Men's Street Footwear;$39.00 ;130;$ 5,07;$ 2,54;50%;Online
Sports Direct;1185732;3/3/2021;Northeast;Connecticut;Hartford;Men's Athletic Footwear;$38.00 ;56;$ 2,13;$ 1,15;54%;Online
Sports Direct;1185732;3/3/2021;Northeast;Connecticut;Hartford;Women's Street Footwear;$29.00 ;68;$ 1,97;$ 887;45%;Online
Sports Direct;1185732;3/3/2021;Northeast;Connecticut;Hartford;Women's Athletic Footwear;$32.00 ;30;$ 960;$ 403;42%;Online
Sports Direct;1185732;3/3/2021;Northeast;Connecticut;Hartford;Men's Apparel;$48.00 ;39;$ 1,87;$ 749;40%;Online
Sports Direct;1185732;3/3/2021;Northeast;Connecticut;Hartford;Women's Apparel;$38.00 ;73;$ 2,77;$ 1,36;49%;Online
Sports Direct;1185732;4/4/2021;Northeast;Connecticut;Hartford;Men's Street Footwear;$36.00 ;150;$ 5,40;$ 2,70;50%;Online
Sports Direct;1185732;4/4/2021;Northeast;Connecticut;Hartford;Men's Athletic Footwear;$38.00 ;58;$ 2,20;$ 1,21;55%;Online
Sports Direct;1185732;4/4/2021;Northeast;Connecticut;Hartford;Women's Street Footwear;$29.00 ;56;$ 1,62;$ 698;43%;Online
Sports Direct;1185732;4/4/2021;Northeast;Connecticut;Hartford;Women's Athletic Footwear;$32.00 ;38;$ 1,22;$ 547;45%;Online
Sports Direct;1185732;4/4/2021;Northeast;Connecticut;Hartford;Men's Apparel;$46.00 ;35;$ 1,61;$ 725;45%;Online
Sports Direct;1185732;4/4/2021;Northeast;Connecticut;Hartford;Women's Apparel;$36.00 ;69;$ 2,48;$ 1,24;50%;Online
Sports Direct;1185732;3/5/2021;Northeast;Connecticut;Hartford;Men's Street Footwear;$54.00 ;142;$ 7,67;$ 3,91;51%;Online
Sports Direct;1185732;3/5/2021;Northeast;Connecticut;Hartford;Men's Athletic Footwear;$48.00 ;73;$ 3,50;$ 1,86;53%;Online
Sports Direct;1185732;3/5/2021;Northeast;Connecticut;Hartford;Women's Street Footwear;$43.00 ;74;$ 3,18;$ 1,27;40%;Online
Sports Direct;1185732;3/5/2021;Northeast;Connecticut;Hartford;Women's Athletic Footwear;$44.00 ;63;$ 2,77;$ 1,14;41%;Online
Sports Direct;1185732;3/5/2021;Northeast;Connecticut;Hartford;Men's Apparel;$50.00 ;70;$ 3,50;$ 1,54;44%;Online
Sports Direct;1185732;3/5/2021;Northeast;Connecticut;Hartford;Women's Apparel;$55.00 ;113;$ 6,22;$ 3,05;49%;Online
Sports Direct;1185732;5/6/2021;Northeast;Connecticut;Hartford;Men's Street Footwear;$50.00 ;175;$ 8,75;$ 4,81;55%;Online
Sports Direct;1185732;5/6/2021;Northeast;Connecticut;Hartford;Men's Athletic Footwear;$48.00 ;94;$ 4,51;$ 2,26;50%;Online
Sports Direct;1185732;5/6/2021;Northeast;Connecticut;Hartford;Women's Street Footwear;$42.00 ;87;$ 3,65;$ 1,64;45%;Online
Sports Direct;1185732;5/6/2021;Northeast;Connecticut;Hartford;Women's Athletic Footwear;$42.00 ;80;$ 3,36;$ 1,41;42%;Online
Sports Direct;1185732;5/6/2021;Northeast;Connecticut;Hartford;Men's Apparel;$53.00 ;74;$ 3,92;$ 1,73;44%;Online
Sports Direct;1185732;5/6/2021;Northeast;Connecticut;Hartford;Women's Apparel;$56.00 ;123;$ 6,89;$ 3,38;49%;Online
Sports Direct;1185732;3/7/2021;Northeast;Connecticut;Hartford;Men's Street Footwear;$54.00 ;189;$ 10,21;$ 5,51;54%;Online
Sports Direct;1185732;3/7/2021;Northeast;Connecticut;Hartford;Men's Athletic Footwear;$48.00 ;112;$ 5,38;$ 2,85;53%;Online
Sports Direct;1185732;3/7/2021;Northeast;Connecticut;Hartford;Women's Street Footwear;$44.00 ;81;$ 3,56;$ 1,57;44%;Online
Sports Direct;1185732;3/7/2021;Northeast;Connecticut;Hartford;Women's Athletic Footwear;$42.00 ;80;$ 3,36;$ 1,48;44%;Online
Sports Direct;1185732;3/7/2021;Northeast;Connecticut;Hartford;Men's Apparel;$53.00 ;81;$ 4,29;$ 1,89;44%;Online
Sports Direct;1185732;3/7/2021;Northeast;Connecticut;Hartford;Women's Apparel;$56.00 ;143;$ 8,01;$ 3,84;48%;Online
Sports Direct;1185732;4/8/2021;Northeast;Connecticut;Hartford;Men's Street Footwear;$51.00 ;163;$ 8,31;$ 4,57;55%;Online
Sports Direct;1185732;4/8/2021;Northeast;Connecticut;Hartford;Men's Athletic Footwear;$48.00 ;108;$ 5,18;$ 2,85;55%;Online
Sports Direct;1185732;4/8/2021;Northeast;Connecticut;Hartford;Women's Street Footwear;$41.00 ;85;$ 3,49;$ 1,46;42%;Online
Sports Direct;1185732;4/8/2021;Northeast;Connecticut;Hartford;Women's Athletic Footwear;$41.00 ;68;$ 2,79;$ 1,14;41%;Online
Sports Direct;1185732;4/8/2021;Northeast;Connecticut;Hartford;Men's Apparel;$51.00 ;52;$ 2,65;$ 1,17;44%;Online
Sports Direct;1185732;4/8/2021;Northeast;Connecticut;Hartford;Women's Apparel;$55.00 ;105;$ 5,78;$ 2,89;50%;Online
Sports Direct;1185732;3/9/2021;Northeast;Connecticut;Hartford;Men's Street Footwear;$52.00 ;125;$ 6,50;$ 3,51;54%;Online
Sports Direct;1185732;3/9/2021;Northeast;Connecticut;Hartford;Men's Athletic Footwear;$47.00 ;75;$ 3,53;$ 1,83;52%;Online
Sports Direct;1185732;3/9/2021;Northeast;Connecticut;Hartford;Women's Street Footwear;$41.00 ;60;$ 2,46;$ 1,08;44%;Online
Sports Direct;1185732;3/9/2021;Northeast;Connecticut;Hartford;Women's Athletic Footwear;$41.00 ;46;$ 1,89;$ 849;45%;Online
Sports Direct;1185732;3/9/2021;Northeast;Connecticut;Hartford;Men's Apparel;$50.00 ;51;$ 2,55;$ 1,07;42%;Online
Sports Direct;1185732;3/9/2021;Northeast;Connecticut;Hartford;Women's Apparel;$54.00 ;83;$ 4,48;$ 2,20;49%;Online
Sports Direct;1185732;5/10/2021;Northeast;Connecticut;Hartford;Men's Street Footwear;$59.00 ;113;$ 6,67;$ 3,67;55%;Online
Sports Direct;1185732;5/10/2021;Northeast;Connecticut;Hartford;Men's Athletic Footwear;$52.00 ;72;$ 3,74;$ 1,87;50%;Online
Sports Direct;1185732;5/10/2021;Northeast;Connecticut;Hartford;Women's Street Footwear;$53.00 ;49;$ 2,60;$ 1,12;43%;Online
Sports Direct;1185732;5/10/2021;Northeast;Connecticut;Hartford;Women's Athletic Footwear;$50.00 ;38;$ 1,90;$ 760;40%;Online
Sports Direct;1185732;5/10/2021;Northeast;Connecticut;Hartford;Men's Apparel;$64.00 ;42;$ 2,69;$ 1,13;42%;Online
Foot Locker;1185732;5/10/2021;Northeast;Connecticut;Hartford;Women's Apparel;$63.00 ;74;$ 4,66;$ 2,33;50%;Online
Foot Locker;1185732;4/11/2021;Northeast;Connecticut;Hartford;Men's Street Footwear;$60.00 ;111;$ 6,66;$ 3,33;50%;Online
Foot Locker;1185732;4/11/2021;Northeast;Connecticut;Hartford;Men's Athletic Footwear;$51.00 ;84;$ 4,28;$ 2,23;52%;Online
Foot Locker;1185732;4/11/2021;Northeast;Connecticut;Hartford;Women's Street Footwear;$51.00 ;80;$ 4,08;$ 1,84;45%;Online
Foot Locker;1185732;4/11/2021;Northeast;Connecticut;Hartford;Women's Athletic Footwear;$50.00 ;80;$ 4,00;$ 1,68;42%;Online
Foot Locker;1185732;4/11/2021;Northeast;Connecticut;Hartford;Men's Apparel;$60.00 ;68;$ 4,08;$ 1,80;44%;Online
Foot Locker;1185732;4/11/2021;Northeast;Connecticut;Hartford;Women's Apparel;$67.00 ;95;$ 6,37;$ 2,99;47%;Online
Foot Locker;1185732;3/12/2021;Northeast;Connecticut;Hartford;Men's Street Footwear;$59.00 ;150;$ 8,85;$ 4,51;51%;Online
Foot Locker;1185732;3/12/2021;Northeast;Connecticut;Hartford;Men's Athletic Footwear;$51.00 ;101;$ 5,15;$ 2,63;51%;Online
Foot Locker;1185732;3/12/2021;Northeast;Connecticut;Hartford;Women's Street Footwear;$50.00 ;88;$ 4,40;$ 1,98;45%;Online
Foot Locker;1185732;3/12/2021;Northeast;Connecticut;Hartford;Women's Athletic Footwear;$53.00 ;87;$ 4,61;$ 1,94;42%;Online
Foot Locker;1185732;3/12/2021;Northeast;Connecticut;Hartford;Men's Apparel;$60.00 ;78;$ 4,68;$ 2,11;45%;Online
Foot Locker;1185732;3/12/2021;Northeast;Connecticut;Hartford;Women's Apparel;$67.00 ;112;$ 7,50;$ 3,45;46%;Online
Foot Locker;1185732;10/1/2021;Northeast;Connecticut;Hartford;Men's Street Footwear;$34.00 ;115;$ 3,91;$ 1,80;46%;Online
Foot Locker;1185732;10/1/2021;Northeast;Connecticut;Hartford;Men's Athletic Footwear;$34.00 ;63;$ 2,14;$ 964;45%;Online
Foot Locker;1185732;10/1/2021;Northeast;Connecticut;Hartford;Women's Street Footwear;$24.00 ;63;$ 1,51;$ 832;55%;Online
Foot Locker;1185732;10/1/2021;Northeast;Connecticut;Hartford;Women's Athletic Footwear;$29.00 ;20;$ 580;$ 307;53%;Online
Foot Locker;1185732;10/1/2021;Northeast;Connecticut;Hartford;Men's Apparel;$44.00 ;33;$ 1,45;$ 581;40%;Online
Foot Locker;1185732;10/1/2021;Northeast;Connecticut;Hartford;Women's Apparel;$33.00 ;63;$ 2,08;$ 1,12;54%;Online
Foot Locker;1185732;8/2/2021;Northeast;Connecticut;Hartford;Men's Street Footwear;$34.00 ;119;$ 4,05;$ 1,98;49%;Online
Foot Locker;1185732;8/2/2021;Northeast;Connecticut;Hartford;Men's Athletic Footwear;$34.00 ;36;$ 1,22;$ 575;47%;Online
Foot Locker;1185732;8/2/2021;Northeast;Connecticut;Hartford;Women's Street Footwear;$24.00 ;49;$ 1,18;$ 588;50%;Online
Foot Locker;1185732;8/2/2021;Northeast;Rhode Island;Providence;Women's Athletic Footwear;$29.00 ;13;$ 377;$ 204;54%;Online
Foot Locker;1185732;8/2/2021;Northeast;Rhode Island;Providence;Men's Apparel;$41.00 ;35;$ 1,44;$ 588;41%;Online
Foot Locker;1185732;8/2/2021;Northeast;Rhode Island;Providence;Women's Apparel;$33.00 ;65;$ 2,15;$ 1,14;53%;Online
Foot Locker;1185732;6/3/2021;Northeast;Rhode Island;Providence;Men's Street Footwear;$34.00 ;111;$ 3,77;$ 1,89;50%;Online
Foot Locker;1185732;6/3/2021;Northeast;Rhode Island;Providence;Men's Athletic Footwear;$34.00 ;44;$ 1,50;$ 673;45%;Online
Foot Locker;1185732;6/3/2021;Northeast;Rhode Island;Providence;Women's Street Footwear;$23.00 ;51;$ 1,17;$ 610;52%;Online
Foot Locker;1185732;6/3/2021;Northeast;Rhode Island;Providence;Women's Athletic Footwear;$29.00 ;8;$ 232;$ 116;50%;Online
Foot Locker;1185732;6/3/2021;Northeast;Rhode Island;Providence;Men's Apparel;$44.00 ;20;$ 880;$ 396;45%;Online
Foot Locker;1185732;6/3/2021;Northeast;Rhode Island;Providence;Women's Apparel;$32.00 ;51;$ 1,63;$ 881;54%;Online
Foot Locker;1185732;7/4/2021;Northeast;Rhode Island;Providence;Men's Street Footwear;$32.00 ;111;$ 3,55;$ 1,74;49%;Online
Foot Locker;1185732;7/4/2021;Northeast;Rhode Island;Providence;Men's Athletic Footwear;$32.00 ;33;$ 1,06;$ 528;50%;Online
Foot Locker;1185732;7/4/2021;Northeast;Rhode Island;Providence;Women's Street Footwear;$24.00 ;36;$ 864;$ 449;52%;Online
Foot Locker;1185732;7/4/2021;Northeast;Rhode Island;Providence;Women's Athletic Footwear;$29.00 ;13;$ 377;$ 200;53%;Online
Foot Locker;1185732;7/4/2021;Northeast;Rhode Island;Providence;Men's Apparel;$44.00 ;15;$ 660;$ 264;40%;Online
Foot Locker;1185732;7/4/2021;Northeast;Rhode Island;Providence;Women's Apparel;$33.00 ;50;$ 1,65;$ 858;52%;Online
Foot Locker;1185732;6/5/2021;Northeast;Rhode Island;Providence;Men's Street Footwear;$49.00 ;122;$ 5,98;$ 2,99;50%;Online
Foot Locker;1185732;6/5/2021;Northeast;Rhode Island;Providence;Men's Athletic Footwear;$43.00 ;49;$ 2,11;$ 948;45%;Online
Foot Locker;1185732;6/5/2021;Northeast;Rhode Island;Providence;Women's Street Footwear;$39.00 ;60;$ 2,34;$ 1,26;54%;Online
Foot Locker;1185732;6/5/2021;Northeast;Rhode Island;Providence;Women's Athletic Footwear;$39.00 ;44;$ 1,72;$ 892;52%;Online
Foot Locker;1185732;6/5/2021;Northeast;Rhode Island;Providence;Men's Apparel;$49.00 ;46;$ 2,25;$ 902;40%;Online
Foot Locker;1185732;6/5/2021;Northeast;Rhode Island;Providence;Women's Apparel;$52.00 ;81;$ 4,21;$ 2,23;53%;Online
Foot Locker;1185732;8/6/2021;Northeast;Rhode Island;Providence;Men's Street Footwear;$47.00 ;138;$ 6,49;$ 2,92;45%;Online
Foot Locker;1185732;8/6/2021;Northeast;Rhode Island;Providence;Men's Athletic Footwear;$41.00 ;90;$ 3,69;$ 1,81;49%;Online
Foot Locker;1185732;8/6/2021;Northeast;Rhode Island;Providence;Women's Street Footwear;$39.00 ;65;$ 2,54;$ 1,39;55%;Online
Foot Locker;1185732;8/6/2021;Northeast;Rhode Island;Providence;Women's Athletic Footwear;$39.00 ;60;$ 2,34;$ 1,26;54%;Online
Foot Locker;1185732;8/6/2021;Northeast;Rhode Island;Providence;Men's Apparel;$48.00 ;58;$ 2,78;$ 1,14;41%;Online
Foot Locker;1185732;8/6/2021;Northeast;Rhode Island;Providence;Women's Apparel;$51.00 ;88;$ 4,49;$ 2,29;51%;Online
Foot Locker;1185732;6/7/2021;Northeast;Rhode Island;Providence;Men's Street Footwear;$46.00 ;167;$ 7,68;$ 3,46;45%;Online
Foot Locker;1185732;6/7/2021;Northeast;Rhode Island;Providence;Men's Athletic Footwear;$41.00 ;81;$ 3,32;$ 1,66;50%;Online
Foot Locker;1185732;6/7/2021;Northeast;Rhode Island;Providence;Women's Street Footwear;$37.00 ;65;$ 2,41;$ 1,25;52%;Online
Foot Locker;1185732;6/7/2021;Northeast;Rhode Island;Providence;Women's Athletic Footwear;$37.00 ;58;$ 2,15;$ 1,12;52%;Online
Foot Locker;1185732;6/7/2021;Northeast;Rhode Island;Providence;Men's Apparel;$47.00 ;63;$ 2,96;$ 1,18;40%;Online
Foot Locker;1185732;6/7/2021;Northeast;Rhode Island;Providence;Women's Apparel;$50.00 ;116;$ 5,80;$ 2,90;50%;Online
Foot Locker;1185732;7/8/2021;Northeast;Rhode Island;Providence;Men's Street Footwear;$46.00 ;143;$ 6,58;$ 3,16;48%;Online
Foot Locker;1185732;7/8/2021;Northeast;Rhode Island;Providence;Men's Athletic Footwear;$42.00 ;91;$ 3,82;$ 1,80;47%;Online
Foot Locker;1185732;7/8/2021;Northeast;Rhode Island;Providence;Women's Street Footwear;$38.00 ;75;$ 2,85;$ 1,57;55%;Online
Foot Locker;1185732;7/8/2021;Northeast;Rhode Island;Providence;Women's Athletic Footwear;$37.00 ;39;$ 1,44;$ 765;53%;Online
Foot Locker;1185732;7/8/2021;Northeast;Rhode Island;Providence;Men's Apparel;$45.00 ;31;$ 1,40;$ 558;40%;Online
Foot Locker;1185732;7/8/2021;Northeast;Rhode Island;Providence;Women's Apparel;$52.00 ;87;$ 4,52;$ 2,44;54%;Online
Foot Locker;1185732;6/9/2021;Northeast;Rhode Island;Providence;Men's Street Footwear;$45.00 ;111;$ 5,00;$ 2,25;45%;Online
Foot Locker;1185732;6/9/2021;Northeast;Rhode Island;Providence;Men's Athletic Footwear;$43.00 ;56;$ 2,41;$ 1,16;48%;Online
Foot Locker;1185732;6/9/2021;Northeast;Rhode Island;Providence;Women's Street Footwear;$36.00 ;38;$ 1,37;$ 698;51%;Online
Foot Locker;1185732;6/9/2021;Northeast;Rhode Island;Providence;Women's Athletic Footwear;$39.00 ;27;$ 1,05;$ 569;54%;Online
Foot Locker;1185732;6/9/2021;Northeast;Rhode Island;Providence;Men's Apparel;$47.00 ;27;$ 1,27;$ 520;41%;Online
Foot Locker;1185732;6/9/2021;Northeast;Rhode Island;Providence;Women's Apparel;$52.00 ;58;$ 3,02;$ 1,54;51%;Online
Foot Locker;1185732;8/10/2021;Northeast;Rhode Island;Providence;Men's Street Footwear;$53.00 ;94;$ 4,98;$ 2,49;50%;Online
Foot Locker;1185732;8/10/2021;Northeast;Rhode Island;Providence;Men's Athletic Footwear;$46.00 ;56;$ 2,58;$ 1,26;49%;Online
Foot Locker;1185732;8/10/2021;Northeast;Rhode Island;Providence;Women's Street Footwear;$45.00 ;29;$ 1,31;$ 679;52%;Online
Foot Locker;1185732;8/10/2021;Northeast;Rhode Island;Providence;Women's Athletic Footwear;$47.00 ;23;$ 1,08;$ 541;50%;Online
Foot Locker;1185732;8/10/2021;Northeast;Rhode Island;Providence;Men's Apparel;$55.00 ;19;$ 1,05;$ 418;40%;Online
Sports Direct;1185732;8/10/2021;Northeast;Rhode Island;Providence;Women's Apparel;$64.00 ;58;$ 3,71;$ 1,89;51%;Online
Sports Direct;1185732;7/11/2021;Northeast;Rhode Island;Providence;Men's Street Footwear;$55.00 ;95;$ 5,23;$ 2,56;49%;Online
Sports Direct;1185732;7/11/2021;Northeast;Rhode Island;Providence;Men's Athletic Footwear;$46.00 ;63;$ 2,90;$ 1,30;45%;Online
Sports Direct;1185732;7/11/2021;Northeast;Rhode Island;Providence;Women's Street Footwear;$48.00 ;64;$ 3,07;$ 1,66;54%;Online
Sports Direct;1185732;7/11/2021;Northeast;Rhode Island;Providence;Women's Athletic Footwear;$48.00 ;58;$ 2,78;$ 1,53;55%;Online
Sports Direct;1185732;7/11/2021;Northeast;Rhode Island;Providence;Men's Apparel;$58.00 ;44;$ 2,55;$ 1,12;44%;Online
Sports Direct;1185732;7/11/2021;Northeast;Rhode Island;Providence;Women's Apparel;$60.00 ;77;$ 4,62;$ 2,40;52%;Online
Sports Direct;1185732;6/12/2021;Northeast;Rhode Island;Providence;Men's Street Footwear;$54.00 ;135;$ 7,29;$ 3,65;50%;Online
Sports Direct;1185732;6/12/2021;Northeast;Rhode Island;Providence;Men's Athletic Footwear;$45.00 ;78;$ 3,51;$ 1,69;48%;Online
Sports Direct;1185732;6/12/2021;Northeast;Rhode Island;Providence;Women's Street Footwear;$47.00 ;74;$ 3,48;$ 1,77;51%;Online
Sports Direct;1185732;6/12/2021;Northeast;Rhode Island;Providence;Women's Athletic Footwear;$48.00 ;65;$ 3,12;$ 1,56;50%;Online
Sports Direct;1185732;6/12/2021;Northeast;Rhode Island;Providence;Men's Apparel;$56.00 ;68;$ 3,81;$ 1,64;43%;Online
Sports Direct;1185732;6/12/2021;Northeast;Rhode Island;Providence;Women's Apparel;$60.00 ;85;$ 5,10;$ 2,81;55%;Online
Sports Direct;1185732;17/1/2021;Northeast;Rhode Island;Providence;Men's Street Footwear;$38.00 ;126;$ 4,79;$ 2,06;43%;Online
Sports Direct;1185732;17/1/2021;Northeast;Rhode Island;Providence;Men's Athletic Footwear;$38.00 ;68;$ 2,58;$ 1,14;44%;Online
Sports Direct;1185732;17/1/2021;Northeast;Rhode Island;Providence;Women's Street Footwear;$27.00 ;73;$ 1,97;$ 710;36%;Online
Sports Direct;1185732;17/1/2021;Northeast;Rhode Island;Providence;Women's Athletic Footwear;$34.00 ;26;$ 884;$ 336;38%;Online
Sports Direct;1185732;17/1/2021;Northeast;Rhode Island;Providence;Men's Apparel;$48.00 ;41;$ 1,97;$ 768;39%;Online
Sports Direct;1185732;17/1/2021;Northeast;Rhode Island;Providence;Women's Apparel;$38.00 ;70;$ 2,66;$ 1,09;41%;Online
Sports Direct;1185732;15/2/2021;Northeast;Rhode Island;Providence;Men's Street Footwear;$36.00 ;140;$ 5,04;$ 2,07;41%;Online
Sports Direct;1185732;15/2/2021;Northeast;Rhode Island;Providence;Men's Athletic Footwear;$38.00 ;41;$ 1,56;$ 654;42%;Online
Sports Direct;1185732;15/2/2021;Northeast;Rhode Island;Providence;Women's Street Footwear;$29.00 ;60;$ 1,74;$ 661;38%;Online
